WP4;DRN;campaign;alpha;beta;gamma
3713;France;4;0.686894635;0.121079415;0.80797405
3713;France;5;0.773144539;0.056742068;0.829886607
3718;France;1;0.790222795;0.044853841;0.835076637
3718;France;2;0.738689829;0.081962606;0.820652435
3718;France;3;0.701852207;0.109891383;0.81174359
3718;France;4;0.686894635;0.121079415;0.80797405
3718;France;5;0.773144539;0.056742068;0.829886607
3717;France;1;0.835698299;0.016173477;0.851871776
3717;France;2;0.781991851;0.051086851;0.833078701
3717;France;3;0.764123999;0.064060258;0.828184258
3717;France;4;0.774815861;0.056672115;0.831487976
3717;France;5;0.836809683;0.016615115;0.853424798
3714;France;1;0.805243453;0.034795791;0.840039244
3714;France;2;0.744747052;0.077471147;0.822218198
3714;France;3;0.72672391;0.091131992;0.817855901
3714;France;4;0.738665793;0.082248343;0.820914137
3714;France;5;0.812815362;0.030601066;0.843416427
3716;France;1;0.836842216;0.015998788;0.852841004
3716;France;2;0.784602497;0.049625014;0.834227511
3716;France;3;0.767804355;0.06182578;0.829630135
3716;France;4;0.777885492;0.054933561;0.832819053
3716;France;5;0.837725855;0.01685313;0.854578984
3715;France;1;0.733088428;0.089166402;0.822254829
3715;France;2;0.651043021;0.150712034;0.801755055
3715;France;3;0.665892194;0.137791182;0.803683376
3715;France;4;0.637074439;0.159307684;0.796382122
3715;France;5;0.742558387;0.0831688;0.825727187
3719;France;1;0.80691636;0.033749486;0.840665846
3719;France;2;0.746811942;0.075919156;0.822731098
3719;France;3;0.727989986;0.090090818;0.818080803
3719;France;4;0.739726365;0.081398498;0.821124863
3719;France;5;0.813154928;0.030309753;0.84346468
3720;France;1;0.876391111;0.003527591;0.879918702
3720;France;2;0.854484311;0.006544524;0.861028836
3720;France;3;0.843710664;0.011191729;0.854902393
3720;France;4;0.852567059;0.007263522;0.859830582
3720;France;5;0.875463691;0.014197639;0.889661331
3721;France;1;0.879349202;0.012835173;0.892184375
3721;France;2;0.874816083;0.001244112;0.876060195
3721;France;3;0.871841973;-0.001127788;0.870714185
3721;France;4;0.875250268;-0.001925639;0.873324629
3721;France;5;0.879895333;0.011515675;0.891411008
3722;France;1;0.879581754;0.013640237;0.893221991
3722;France;2;0.875849604;0.001339786;0.87718939
3722;France;3;0.873875367;-0.001760229;0.872115137
3722;France;4;0.875334124;-0.005377267;0.869956857
3722;France;5;0.885656559;0.008041379;0.893697938
3723;France;1;0.884198573;0.013835751;0.898034324
3723;France;2;0.883780221;-5.70E-04;0.883210031
3723;France;3;0.883802424;-0.005100479;0.878701945
3723;France;4;0.885653838;-0.004587871;0.881065967
3723;France;5;0.888782109;0.012068121;0.90085023
3734;France;1;0.828380095;0.022055084;0.850435179
3734;France;2;0.775930306;0.05625026;0.832180566
3734;France;3;0.759939341;0.067947274;0.827886614
3734;France;4;0.77026123;0.060855636;0.831116866
3734;France;5;0.829912516;0.022786003;0.852698519
3735;France;1;0.846990991;0.012377255;0.859368246
3735;France;2;0.800447363;0.040223675;0.840671038
3735;France;3;0.785981748;0.050562558;0.836544306
3735;France;4;0.796933304;0.044191144;0.841124448
3735;France;5;0.846248941;0.017414468;0.863663409
3762;France;1;0.816920533;0.029891579;0.846812113
3762;France;2;0.771301733;0.060083846;0.831385579
3762;France;3;0.743402719;0.080023991;0.82342671
3762;France;4;0.728674206;0.090281913;0.818956119
3762;France;5;0.801674699;0.040041262;0.841715961
3775;France;1;0.814548503;0.032220987;0.84676949
3775;France;2;0.769796787;0.061688861;0.831485648
3775;France;3;0.74341557;0.080443248;0.823858818
3775;France;4;0.729049725;0.090348805;0.819398531
3775;France;5;0.80068506;0.041681798;0.842366858
3776;France;1;0.783387349;0.050602229;0.833989578
3776;France;2;0.729373913;0.090005162;0.819379075
3776;France;3;0.723237087;0.095400065;0.818637151
3776;France;4;0.733423271;0.087883136;0.821306407
3776;France;5;0.800819971;0.041315892;0.842135863
3804;France;1;0.808729701;0.03501154;0.843741241
3804;France;2;0.741428166;0.081614724;0.82304289
3804;France;3;0.715255261;0.1003469;0.815602161
3804;France;4;0.73756667;0.083120476;0.820687147
3804;France;5;0.859718101;0.024213288;0.883931389
3777;France;1;0.800997266;0.037443041;0.838440307
3777;France;2;0.745984096;0.07710838;0.823092476
3777;France;3;0.734811185;0.08602336;0.820834545
3777;France;4;0.74521147;0.078330337;0.823541807
3777;France;5;0.81577002;0.029215857;0.844985877
3796;France;1;0.781801025;0.050087108;0.831888133
3796;France;2;0.720232399;0.095516978;0.815749377
3796;France;3;0.707862214;0.105330893;0.813193107
3796;France;4;0.719542128;0.096456598;0.815998726
3796;France;5;0.798366869;0.03978393;0.838150799
3803;France;1;0.84518767;0.011264389;0.856452058
3803;France;2;0.795937145;0.041973706;0.837910851
3803;France;3;0.780373236;0.05317258;0.833545816
3803;France;4;0.790961255;0.046215837;0.837177092
3803;France;5;0.848245555;0.012112841;0.860358396
3797;France;1;0.735745819;0.083982138;0.819727956
3797;France;2;0.662285661;0.140247784;0.802533445
3797;France;3;0.644021028;0.15461507;0.798636098
3797;France;4;0.742463062;0.079575184;0.822038247
3797;France;5;0.817112598;0.027655308;0.844767906
3800;France;1;0.829701196;0.021172983;0.850874179
3800;France;2;0.76780028;0.062321296;0.830121576
3800;France;3;0.747722792;0.076449157;0.824171949
3800;France;4;0.771195812;0.066578178;0.837773991
3800;France;5;0.86937589;0.022354997;0.891730887
3801;France;1;0.848526619;0.012431115;0.860957735
3801;France;2;0.79298281;0.047055958;0.840038768
3801;France;3;0.803243884;0.038984984;0.842228867
3801;France;4;0.797486648;0.053979299;0.851465947
3801;France;5;0.87976088;0.019802933;0.899563813
3802;France;1;0.853037673;0.005387804;0.858425476
3802;France;2;0.811298922;0.030752164;0.842051086
3802;France;3;0.783477676;0.050076125;0.833553802
3802;France;4;0.767962893;0.060534081;0.828496974
3802;France;5;0.83909711;0.013569398;0.852666509
3798;France;1;0.797297858;0.040077637;0.837375495
3798;France;2;0.730243443;0.087452605;0.817696048
3798;France;3;0.715936631;0.098456857;0.814393487
3798;France;4;0.737286879;0.086811825;0.824098704
3798;France;5;0.862714389;0.015596885;0.878311274
3799;France;1;0.863097428;-4.92E-04;0.862605469
3799;France;2;0.816678906;0.02657652;0.843255426
3799;France;3;0.799752054;0.038229233;0.837981287
3799;France;4;0.808881241;0.032070095;0.840951336
3799;France;5;0.865197017;-9.46E-04;0.864250917
3778;France;1;0.805916128;0.034268912;0.84018504
3778;France;2;0.748929461;0.074845428;0.823774889
3778;France;3;0.736356996;0.084712779;0.821069775
3778;France;4;0.747890981;0.076221511;0.824112491
3778;France;5;0.818085563;0.027745259;0.845830821
3779;France;1;0.805916128;0.034268912;0.84018504
3779;France;2;0.748929461;0.074845428;0.823774889
3779;France;3;0.736356996;0.084712779;0.821069775
3779;France;4;0.747890981;0.076221511;0.824112491
3779;France;5;0.818085563;0.027745259;0.845830821
3795;France;1;0.838686788;0.013907236;0.852594024
3795;France;2;0.784569661;0.049009311;0.833578972
3795;France;3;0.768149361;0.061026111;0.829175472
3795;France;4;0.778475218;0.053742892;0.83221811
3795;France;5;0.843372702;0.012508474;0.855881176
3780;France;1;0.799444073;0.038111557;0.83755563
3780;France;2;0.739251843;0.081639131;0.820890973
3780;France;3;0.723735152;0.093640924;0.817376076
3780;France;4;0.735923778;0.084453602;0.82037738
3780;France;5;0.812755493;0.030060268;0.842815761
3794;France;1;0.848696669;0.008166904;0.856863573
3794;France;2;0.807054127;0.033943879;0.840998006
3794;France;3;0.77828514;0.053953236;0.832238376
3794;France;4;0.762243527;0.064888506;0.827132032
3794;France;5;0.831799494;0.018228013;0.850027506
3781;France;1;0.803361678;0.035497757;0.838859435
3781;France;2;0.743180542;0.078696653;0.821877195
3781;France;3;0.728041703;0.090415291;0.818456993
3781;France;4;0.73992133;0.081481158;0.821402488
3781;France;5;0.816042821;0.027970365;0.844013185
3792;France;1;0.818273879;0.026195153;0.844469032
3792;France;2;0.767740501;0.060686292;0.828426793
3792;France;3;0.733564648;0.085990028;0.819554676
3792;France;4;0.71634716;0.098567475;0.814914635
3792;France;5;0.829526078;0.019543964;0.849070042
3793;France;1;0.818273879;0.026195153;0.844469032
3793;France;2;0.767740501;0.060686292;0.828426793
3793;France;3;0.733564648;0.085990028;0.819554676
3793;France;4;0.71634716;0.098567475;0.814914635
3793;France;5;0.829526078;0.019543964;0.849070042
3782;France;1;0.812617289;0.029457429;0.842074718
3782;France;2;0.754140728;0.070659023;0.824799751
3782;France;3;0.738536039;0.082578521;0.82111456
3782;France;4;0.749524038;0.07441112;0.823935158
3782;France;5;0.823625872;0.023272183;0.846898055
3791;France;1;0.846755935;0.008896664;0.855652598
3791;France;2;0.803933532;0.035700444;0.839633975
3791;France;3;0.774725107;0.056247725;0.830972832
3791;France;4;0.759530407;0.066654926;0.826185333
3791;France;5;0.832801514;0.017388047;0.850189561
3783;France;1;0.823570478;0.022216662;0.84578714
3783;France;2;0.767719474;0.060673747;0.828393222
3783;France;3;0.750353518;0.07368974;0.824043258
3783;France;4;0.761162357;0.065779701;0.826942058
3783;France;5;0.831774865;0.017782219;0.849557084
3784;France;1;0.845523277;0.008755303;0.85427858
3784;France;2;0.792345504;0.04289698;0.835242484
3784;France;3;0.774800213;0.05560689;0.830407103
3784;France;4;0.785108847;0.048226444;0.833335291
3784;France;5;0.850842031;0.005830609;0.85667264
3785;France;1;0.867312154;-0.001801131;0.865511024
3785;France;2;0.825423614;0.020886116;0.84630973
3785;France;3;0.809381551;0.031537204;0.840918754
3785;France;4;0.817804957;0.025945295;0.843750251
3785;France;5;0.870569873;-0.003479944;0.867089929
3786;France;1;0.877935815;-0.004507804;0.873428011
3786;France;2;0.845572778;0.008990146;0.854562924
3786;France;3;0.830795085;0.017718565;0.848513649
3786;France;4;0.839102365;0.012684528;0.851786893
3786;France;5;0.87879665;-0.005211714;0.873584936
3787;France;1;0.878510371;0.026554719;0.905065089
3787;France;2;0.884288013;0.008100213;0.892388226
3787;France;3;0.887262424;0.001651189;0.888913614
3787;France;4;0.83994513;0.068016572;0.907961702
3787;France;5;0.879926519;0.029622032;0.909548552
3788;France;1;0.884722918;-0.006176288;0.87854663
3788;France;2;0.864908111;-0.001301096;0.863607015
3788;France;3;0.844050921;0.00986331;0.853914231
3788;France;4;0.829831321;0.018215735;0.848047057
3788;France;5;0.876670821;-0.00487812;0.871792701
3789;France;1;0.877227715;-0.005558514;0.871669201
3789;France;2;0.84250573;0.010504054;0.853009784
3789;France;3;0.826189654;0.020519022;0.846708676
3789;France;4;0.833895997;0.015708233;0.849604229
3789;France;5;0.877834565;-0.005804061;0.872030504
3790;France;1;0.876315908;-0.006083891;0.870232016
3790;France;2;0.837262043;0.013562171;0.850824214
3790;France;3;0.821885455;0.023421813;0.845307268
3790;France;4;0.829058976;0.018916869;0.847975845
3790;France;5;0.875749676;-0.005378946;0.87037073
3806;France;1;0.784973322;0.051351909;0.836325232
3806;France;2;0.722823832;0.095072661;0.817896493
3806;France;3;0.706866897;0.106952346;0.813819243
3806;France;4;0.754472321;0.072997309;0.82746963
3806;France;5;0.837420602;0.023859986;0.861280588
3520;France;1;0.890940572;0.001755277;0.892695849
3520;France;2;0.870739233;0.007719026;0.878458259
3520;France;3;0.862417768;0.014689551;0.877107319
3520;France;4;0.870157368;0.021349561;0.891506929
3520;France;5;0.885721166;0.021815319;0.907536485
3807;France;1;0.890940572;0.001755277;0.892695849
3807;France;2;0.870739233;0.007719026;0.878458259
3807;France;3;0.862417768;0.014689551;0.877107319
3807;France;4;0.870157368;0.021349561;0.891506929
3807;France;5;0.885721166;0.021815319;0.907536485
3815;France;1;0.832291903;0.019747681;0.852039584
3815;France;2;0.78788898;0.048196678;0.836085658
3815;France;3;0.762489749;0.06616395;0.828653699
3815;France;4;0.745216249;0.077910889;0.823127139
3815;France;5;0.818836391;0.028566721;0.847403113
3808;France;1;0.796209366;0.04131613;0.837525496
3808;France;2;0.737068846;0.083543054;0.8206119
3808;France;3;0.722751117;0.094558191;0.817309308
3808;France;4;0.734975352;0.085589852;0.820565204
3808;France;5;0.807993312;0.034862705;0.842856017
3814;France;1;0.868292087;-0.002768217;0.86552387
3814;France;2;0.824105654;0.022088534;0.846194187
3814;France;3;0.809169367;0.032324726;0.841494092
3814;France;4;0.817544303;0.026813696;0.844357999
3814;France;5;0.870409159;-0.002643997;0.867765162
3809;France;1;0.830966616;0.017371619;0.848338235
3809;France;2;0.773413079;0.056286892;0.829699971
3809;France;3;0.755836239;0.069346141;0.82518238
3809;France;4;0.766009952;0.061874011;0.827883964
3809;France;5;0.837814252;0.013501628;0.85131588
3813;France;1;0.866281212;-0.001900383;0.864380829
3813;France;2;0.820866485;0.024020894;0.84488738
3813;France;3;0.805203213;0.034767274;0.839970487
3813;France;4;0.813660671;0.029134284;0.842794954
3813;France;5;0.868625934;-0.00206707;0.866558864
3810;France;1;0.73454229;0.086624704;0.821166993
3810;France;2;0.653475428;0.148538024;0.802013452
3810;France;3;0.623872586;0.171500764;0.79537335
3810;France;4;0.799031393;0.039096613;0.838128005
3810;France;5;0.878641864;-0.006220258;0.872421606
3812;France;1;0.876101168;-0.005901885;0.870199283
3812;France;2;0.837174737;0.01360122;0.850775957
3812;France;3;0.821607757;0.02355943;0.845167187
3812;France;4;0.82987464;0.01832172;0.84819636
3812;France;5;0.876810906;-0.005776738;0.871034168
3811;France;1;0.870097259;-0.003405329;0.86669193
3811;France;2;0.828334034;0.018999546;0.84733358
3811;France;3;0.812546773;0.029398613;0.841945385
3811;France;4;0.813804214;0.030294597;0.844098811
3811;France;5;0.872045872;-0.004589006;0.867456866
3816;France;1;0.687444145;0.121828593;0.809272738
3816;France;2;0.61143136;0.180750272;0.792181632
3816;France;3;0.59090244;0.196656753;0.787559193
3816;France;4;0.692443286;0.122370524;0.81481381
3816;France;5;0.755704604;0.092966858;0.848671462
3817;France;1;0.762058893;0.066647607;0.8287065
3817;France;2;0.695297909;0.11496373;0.810261639
3817;France;3;0.681115891;0.125792282;0.806908173
3817;France;4;0.728055133;0.110581826;0.838636959
3817;France;5;0.781588192;0.082784976;0.864373168
3821;France;1;0.815545504;0.034482662;0.850028166
3821;France;2;0.767146745;0.064555557;0.831702302
3821;France;3;0.75618936;0.073151733;0.829341093
3821;France;4;0.765608443;0.066756037;0.83236448
3821;France;5;0.822355422;0.036294584;0.858650006
3823;France;1;0.798682405;0.043782334;0.842464739
3823;France;2;0.749649246;0.076777464;0.826426709
3823;France;3;0.741986727;0.083243849;0.825230577
3823;France;4;0.750997045;0.076890558;0.827887603
3823;France;5;0.808373947;0.04130251;0.849676457
3834;France;1;0.811290363;0.035047172;0.846337535
3834;France;2;0.758985216;0.069258395;0.828243611
3834;France;3;0.746062747;0.079087698;0.825150444
3834;France;4;0.756197655;0.071960236;0.82815789
3834;France;5;0.817166177;0.034146866;0.851313043
3824;France;1;0.793061115;0.046004614;0.839065729
3824;France;2;0.739851166;0.082994154;0.82284532
3824;France;3;0.730597753;0.090482589;0.821080342
3824;France;4;0.74000746;0.083621916;0.823629376
3824;France;5;0.804634031;0.04114365;0.845777682
3833;France;1;0.706143545;0.107084767;0.813228312
3833;France;2;0.624946259;0.169440979;0.794387238
3833;France;3;0.603168102;0.186159099;0.789327201
3833;France;4;0.683711197;0.187082306;0.870793504
3833;France;5;0.826696162;0.033355646;0.860051807
3825;France;1;0.789197079;0.047961406;0.837158485
3825;France;2;0.733249337;0.087388355;0.820637693
3825;France;3;0.724079567;0.094819391;0.818898958
3825;France;4;0.733056878;0.088174914;0.821231792
3825;France;5;0.801100491;0.042262651;0.843363142
3826;France;1;0.792848215;0.044587367;0.837435583
3826;France;2;0.735317088;0.085378636;0.820695723
3826;France;3;0.724178142;0.09417359;0.818351733
3826;France;4;0.733211567;0.087453917;0.820665484
3826;France;5;0.804081405;0.038754365;0.84283577
3827;France;1;0.802650734;0.037203331;0.839854065
3827;France;2;0.743498486;0.078876489;0.822374975
3827;France;3;0.729922121;0.089360256;0.819282377
3827;France;4;0.739183359;0.082492284;0.821675644
3827;France;5;0.811748034;0.032434769;0.844182802
3832;France;1;0.841520292;0.01277338;0.854293672
3832;France;2;0.788361318;0.046685231;0.835046549
3832;France;3;0.773655197;0.05751447;0.831169667
3832;France;4;0.782168696;0.051529688;0.833698384
3832;France;5;0.844447639;0.012481358;0.856928997
3828;France;1;0.821615753;0.02414916;0.845764914
3828;France;2;0.763348303;0.063997243;0.827345546
3828;France;3;0.747835258;0.07571637;0.823551627
3828;France;4;0.757419705;0.068712963;0.826132668
3828;France;5;0.827609731;0.021285129;0.848894859
3829;France;1;0.780019257;0.052419964;0.832439221
3829;France;2;0.704658347;0.107834216;0.812492563
3829;France;3;0.693210867;0.11500927;0.808220137
3829;France;4;0.61404405;0.180904776;0.794948825
3829;France;5;0.719182576;0.096455556;0.815638131
3831;France;1;0.810351565;0.032450768;0.842802333
3831;France;2;0.732071242;0.087197357;0.819268599
3831;France;3;0.703755969;0.108310588;0.812066556
3831;France;4;0.779842797;0.052631069;0.832473866
3831;France;5;0.898500868;-0.010382124;0.888118744
3830;France;1;0.839789466;0.016102445;0.855891911
3830;France;2;0.774118776;0.058596183;0.832714959
3830;France;3;0.743989326;0.079613834;0.82360316
3830;France;4;0.792755933;0.061397127;0.85415306
3830;France;5;0.905126118;5.84E-04;0.905709784
3507;France;6;0;0;0
3508;France;6;0;0;0
3509;France;6;0;0;0
3510;France;6;0;0;0
3511;France;6;0;0;0
3512;France;6;0;0;0
3513;France;6;0;0;0
3514;France;6;0;0;0
3515;France;6;0;0;0
3516;France;6;0;0;0
3517;France;6;0;0;0
3518;France;6;0;0;0
3519;France;6;0;0;0
3520;France;6;0;0;0
3521;France;6;0;0;0
3522;France;6;0;0;0
3523;France;6;0;0;0
3524;France;6;0;0;0
3525;France;6;0;0;0
3526;France;6;0;0;0
3527;France;6;0;0;0
3528;France;6;0;0;0
3529;France;6;0;0;0
3530;France;6;0;0;0
3531;France;6;0;0;0
3532;France;6;0;0;0
3533;France;6;0;0;0
3534;France;6;0;0;0
3535;France;6;0;0;0
3536;France;6;0;0;0
3537;France;6;0;0;0
3538;France;6;0;0;0
3539;France;6;0;0;0
3540;France;6;0;0;0
3541;France;6;0;0;0
3542;France;6;0;0;0
3543;France;6;0;0;0
3544;France;6;0;0;0
3545;France;6;0;0;0
3546;France;6;0;0;0
3547;France;6;0;0;0
3548;France;6;0;0;0
3549;France;6;0;0;0
3550;France;6;0;0;0
3551;France;6;0;0;0
3552;France;6;0;0;0
3553;France;6;0;0;0
3554;France;6;0;0;0
3555;France;6;0;0;0
3556;France;6;0;0;0
3557;France;6;0;0;0
3558;France;6;0;0;0
3559;France;6;0;0;0
3560;France;6;0;0;0
3561;France;6;0;0;0
3562;France;6;0;0;0
3563;France;6;0;0;0
3564;France;6;0;0;0
3565;France;6;0;0;0
3566;France;6;0;0;0
3567;France;6;0;0;0
3568;France;6;0;0;0
3569;France;6;0;0;0
3570;France;6;0;0;0
3571;France;6;0;0;0
3572;France;6;0;0;0
3573;France;6;0;0;0
3574;France;6;0;0;0
3575;France;6;0;0;0
3576;France;6;0;0;0
3577;France;6;0;0;0
3578;France;6;0;0;0
3579;France;6;0;0;0
3580;France;6;0;0;0
3581;France;6;0;0;0
3582;France;6;0;0;0
3583;France;6;0;0;0
3584;France;6;0;0;0
3585;France;6;0;0;0
3586;France;6;0;0;0
3587;France;6;0;0;0
3588;France;6;0;0;0
3589;France;6;0;0;0
3590;France;6;0;0;0
3592;France;6;0;0;0
3593;France;6;0;0;0
3594;France;6;0;0;0
3595;France;6;0;0;0
3596;France;6;0;0;0
3597;France;6;0;0;0
3598;France;6;0;0;0
3599;France;6;0;0;0
3600;France;6;0;0;0
3601;France;6;0;0;0
3602;France;6;0;0;0
3603;France;6;0;0;0
3604;France;6;0;0;0
3605;France;6;0;0;0
3606;France;6;0;0;0
3607;France;6;0;0;0
3608;France;6;0;0;0
3609;France;6;0;0;0
3610;France;6;0;0;0
3611;France;6;0;0;0
3612;France;6;0;0;0
3613;France;6;0;0;0
3614;France;6;0;0;0
3615;France;6;0;0;0
3616;France;6;0;0;0
3617;France;6;0;0;0
3618;France;6;0;0;0
3619;France;6;0;0;0
3620;France;6;0;0;0
3621;France;6;0;0;0
3622;France;6;0;0;0
3623;France;6;0;0;0
3624;France;6;0;0;0
3625;France;6;0;0;0
3626;France;6;0;0;0
3627;France;6;0;0;0
3628;France;6;0;0;0
3629;France;6;0;0;0
3630;France;6;0;0;0
3631;France;6;0;0;0
3632;France;6;0;0;0
3633;France;6;0;0;0
3634;France;6;0;0;0
3635;France;6;0;0;0
3636;France;6;0;0;0
3637;France;6;0;0;0
3638;France;6;0;0;0
3639;France;6;0;0;0
3640;France;6;0;0;0
3641;France;6;0;0;0
3642;France;6;0;0;0
3643;France;6;0;0;0
3644;France;6;0;0;0
3645;France;6;0;0;0
3646;France;6;0;0;0
3647;France;6;0;0;0
3648;France;6;0;0;0
3649;France;6;0;0;0
3650;France;6;0;0;0
3651;France;6;0;0;0
3652;France;6;0;0;0
3653;France;6;0;0;0
3654;France;6;0;0;0
3655;France;6;0;0;0
3656;France;6;0;0;0
3657;France;6;0;0;0
3658;France;6;0;0;0
3659;France;6;0;0;0
3660;France;6;0;0;0
3661;France;6;0;0;0
3662;France;6;0;0;0
3663;France;6;0;0;0
3664;France;6;0;0;0
3665;France;6;0;0;0
3666;France;6;0;0;0
3667;France;6;0;0;0
3668;France;6;0;0;0
3669;France;6;0;0;0
3670;France;6;0;0;0
3671;France;6;0;0;0
3672;France;6;0;0;0
3673;France;6;0;0;0
3674;France;6;0;0;0
3675;France;6;0;0;0
3676;France;6;0;0;0
3677;France;6;0;0;0
3678;France;6;0;0;0
3679;France;6;0;0;0
3680;France;6;0;0;0
3681;France;6;0;0;0
3682;France;6;0;0;0
3683;France;6;0;0;0
3684;France;6;0;0;0
3685;France;6;0;0;0
3686;France;6;0;0;0
3687;France;6;0;0;0
3688;France;6;0;0;0
3689;France;6;0;0;0
3690;France;6;0;0;0
3691;France;6;0;0;0
3692;France;6;0;0;0
3693;France;6;0;0;0
3694;France;6;0;0;0
3695;France;6;0;0;0
3696;France;6;0;0;0
3697;France;6;0;0;0
3698;France;6;0;0;0
3699;France;6;0;0;0
3700;France;6;0;0;0
3701;France;6;0;0;0
3702;France;6;0;0;0
3703;France;6;0;0;0
3704;France;6;0;0;0
3705;France;6;0;0;0
3706;France;6;0;0;0
3707;France;6;0;0;0
3708;France;6;0;0;0
3709;France;6;0;0;0
3710;France;6;0;0;0
3711;France;6;0;0;0
3712;France;6;0;0;0
3713;France;6;0;0;0
3714;France;6;0;0;0
3715;France;6;0;0;0
3716;France;6;0;0;0
3717;France;6;0;0;0
3718;France;6;0;0;0
3719;France;6;0;0;0
3720;France;6;0;0;0
3721;France;6;0;0;0
3722;France;6;0;0;0
3723;France;6;0;0;0
3724;France;6;0;0;0
3725;France;6;0;0;0
3727;France;6;0;0;0
3728;France;6;0;0;0
3729;France;6;0;0;0
3730;France;6;0;0;0
3731;France;6;0;0;0
3733;France;6;0;0;0
3734;France;6;0;0;0
3735;France;6;0;0;0
3736;France;6;0;0;0
3737;France;6;0;0;0
3738;France;6;0;0;0
3739;France;6;0;0;0
3740;France;6;0;0;0
3741;France;6;0;0;0
3742;France;6;0;0;0
3743;France;6;0;0;0
3744;France;6;0;0;0
3745;France;6;0;0;0
3746;France;6;0;0;0
3747;France;6;0;0;0
3748;France;6;0;0;0
3749;France;6;0;0;0
3750;France;6;0;0;0
3751;France;6;0;0;0
3752;France;6;0;0;0
3753;France;6;0;0;0
3754;France;6;0;0;0
3755;France;6;0;0;0
3756;France;6;0;0;0
3757;France;6;0;0;0
3758;France;6;0;0;0
3759;France;6;0;0;0
3760;France;6;0;0;0
3761;France;6;0;0;0
3762;France;6;0;0;0
3763;France;6;0;0;0
3764;France;6;0;0;0
3765;France;6;0;0;0
3766;France;6;0;0;0
3767;France;6;0;0;0
3768;France;6;0;0;0
3769;France;6;0;0;0
3770;France;6;0;0;0
3771;France;6;0;0;0
3772;France;6;0;0;0
3773;France;6;0;0;0
3775;France;6;0;0;0
3776;France;6;0;0;0
3777;France;6;0;0;0
3778;France;6;0;0;0
3779;France;6;0;0;0
3780;France;6;0;0;0
3781;France;6;0;0;0
3782;France;6;0;0;0
3783;France;6;0;0;0
3784;France;6;0;0;0
3785;France;6;0;0;0
3786;France;6;0;0;0
3787;France;6;0;0;0
3788;France;6;0;0;0
3789;France;6;0;0;0
3790;France;6;0;0;0
3791;France;6;0;0;0
3792;France;6;0;0;0
3793;France;6;0;0;0
3794;France;6;0;0;0
3795;France;6;0;0;0
3796;France;6;0;0;0
3797;France;6;0;0;0
3798;France;6;0;0;0
3799;France;6;0;0;0
3800;France;6;0;0;0
3801;France;6;0;0;0
3802;France;6;0;0;0
3803;France;6;0;0;0
3804;France;6;0;0;0
3805;France;6;0;0;0
3806;France;6;0;0;0
3807;France;6;0;0;0
3808;France;6;0;0;0
3809;France;6;0;0;0
3810;France;6;0;0;0
3811;France;6;0;0;0
3812;France;6;0;0;0
3813;France;6;0;0;0
3814;France;6;0;0;0
3815;France;6;0;0;0
3816;France;6;0;0;0
3817;France;6;0;0;0
3818;France;6;0;0;0
3819;France;6;0;0;0
3820;France;6;0;0;0
3821;France;6;0;0;0
3822;France;6;0;0;0
3823;France;6;0;0;0
3824;France;6;0;0;0
3825;France;6;0;0;0
3826;France;6;0;0;0
3827;France;6;0;0;0
3828;France;6;0;0;0
3829;France;6;0;0;0
3830;France;6;0;0;0
3831;France;6;0;0;0
3832;France;6;0;0;0
3833;France;6;0;0;0
3834;France;6;0;0;0
3835;France;6;0;0;0
3836;France;6;0;0;0
3837;France;6;0;0;0
3838;France;6;0;0;0
3839;France;6;0;0;0
3840;France;6;0;0;0
3841;France;6;0;0;0
3842;France;6;0;0;0
3843;France;6;0;0;0
3844;France;6;0;0;0
3845;France;6;0;0;0
3846;France;6;0;0;0
3847;France;6;0;0;0
3848;France;6;0;0;0
3849;France;6;0;0;0
3850;France;6;0;0;0
3851;France;6;0;0;0
3852;France;6;0;0;0
3853;France;6;0;0;0
3854;France;6;0;0;0
3855;France;6;0;0;0
3856;France;6;0;0;0
3857;France;6;0;0;0
3858;France;6;0;0;0
3859;France;6;0;0;0
3860;France;6;0;0;0
3861;France;6;0;0;0
3862;France;6;0;0;0
3863;France;6;0;0;0
3864;France;6;0;0;0
3865;France;6;0;0;0
3866;France;6;0;0;0
3867;France;6;0;0;0
3868;France;6;0;0;0
3869;France;6;0;0;0
3870;France;6;0;0;0
3871;France;6;0;0;0
3872;France;6;0;0;0
3873;France;6;0;0;0
3874;France;6;0;0;0
3875;France;6;0;0;0
3876;France;6;0;0;0
3877;France;6;0;0;0
3878;France;6;0;0;0
3879;France;6;0;0;0
3880;France;6;0;0;0
3947;France;6;0;0;0
3869;France;1;0.826567545;0.033152127;0.859719671
3869;France;2;0.738930685;0.083971146;0.822901831
3869;France;3;0.728712091;0.091881119;0.82059321
3869;France;4;0.740335952;0.083600315;0.823936266
3869;France;5;0.82233645;0.035546906;0.857883356
