campaing,ID,co2
1,3507,14317.956136933333
1,3508,34395.921836533336
1,3509,33397.1279224
1,3510,38731.673236
1,3511,43542.130719466666
1,3512,42577.01840293333
1,3513,45690.7120924
1,3514,30029.3875632
1,3515,10127.071773146667
1,3516,52075.72396533333
1,3517,47026.9263204
1,3518,37687.12922053333
1,3519,19975.7667664
1,3520,515.5497864106667
1,3521,44992.76042186667
1,3522,37024.229912266666
1,3523,1266.5495445066667
1,3524,14237.260412266667
1,3525,29802.309158533335
1,3526,11246.73153888
1,3527,51005.95133413334
1,3528,9339.3502386
1,3529,14725.611441066667
1,3530,5144.68477312
1,3531,2305.090214773333
1,3532,45202.86040386667
1,3533,7590.615981946667
1,3534,27797.977498266668
1,3535,10270.561532586667
1,3536,21124.3268244
1,3537,21891.716848666667
1,3538,22218.3239716
1,3539,22854.82775
1,3540,4609.956249413333
1,3541,32160.970888
1,3542,9172.786816013333
1,3543,9888.539332226666
1,3544,20138.212858933333
1,3545,1507.447939088
1,3546,18681.589830666668
1,3547,837.2049809534667
1,3548,1657.8143765213333
1,3549,2045.4856684973333
1,3550,3569.79572092
1,3551,4683.768980948
1,3552,6344.343041653333
1,3553,1109.1700025333334
1,3554,4231.636944696
1,3555,2703.5369501626665
1,3556,2698.3938287733336
1,3557,818.4407039690667
1,3558,3103.368044184
1,3559,6169.220299261333
1,3560,2891.485990088
1,3561,4594.56433468
1,3562,7793.37369232
1,3563,2076.3724967733333
1,3564,4861.178197586667
1,3565,13730.713228933333
1,3566,5539.2532358
1,3567,12548.362714160001
1,3568,8990.270093853333
1,3569,6658.6225901866665
1,3570,294.5031543306667
1,3571,781.0296434933333
1,3572,1147.1289146986667
1,3573,1146.5515651618666
1,3574,7231.4888333
1,3575,1477.3985160933332
1,3576,2090.0865446666667
1,3577,2170.7553233466665
1,3578,2410.5390445733333
1,3579,2331.132611728
1,3580,894.914260636
1,3581,1983.50069068
1,3582,3345.916183736
1,3583,4653.925162458667
1,3584,3512.0708102266667
1,3585,2157.5139279466666
1,3586,1713.7651263080002
1,3587,1748.7574903733334
1,3588,654.7017468013333
1,3589,4115.94507504
1,3590,675.2961907826667
1,3592,1002.597372016
1,3593,945.20170462
1,3594,2105.9563113333334
1,3595,4100.005064226667
1,3596,795.4582458168
1,3597,1714.8136977066667
1,3598,2367.6066740533333
1,3599,2124.1319931066664
1,3600,2923.7625877066666
1,3601,2633.6736667733335
1,3602,4007.623085418667
1,3603,1459.94421576
1,3604,1769.8196405466667
1,3605,1936.7792196133332
1,3606,2541.0027364266666
1,3607,825.30520422
1,3608,1318.5033952226668
1,3609,939.033415296
1,3610,1407.993326384
1,3611,4054.738140653333
1,3612,1987.1930246
1,3613,1187.8280369866666
1,3614,3641.15858272
1,3615,626.93644022
1,3616,3455.66613612
1,3617,2942.1072779466667
1,3618,2475.2139436266666
1,3619,1303.1233448466667
1,3620,1298.0344076266667
1,3621,1701.238427
1,3622,1856.9854855666667
1,3623,8158.317704721067
1,3624,3654.7527551466665
1,3625,1175.4693730253334
1,3626,2399.700421232
1,3627,2017.5811490746667
1,3628,840.5072474213333
1,3629,4338.805241293333
1,3630,3826.5029754133334
1,3631,3333.8590233466666
1,3632,3009.942613973333
1,3633,3321.0933695466665
1,3634,2739.246573746667
1,3635,729.9864117813333
1,3636,5476.812579053333
1,3637,3408.2495972
1,3638,3365.6032517466665
1,3639,5183.31840664
1,3640,717.4006914533334
1,3641,7300.384340541334
1,3642,6936.180722453333
1,3643,4199.336275893334
1,3644,422.26480326666666
1,3645,2847.3852272
1,3646,2858.2595780266665
1,3647,1157.3341183693333
1,3648,759.6393237213333
1,3649,1755.0911847066666
1,3650,6254.986510146667
1,3651,4779.56668896
1,3652,1040.1680779584
1,3653,7717.482231426667
1,3654,6598.504698266666
1,3655,6454.685057306667
1,3656,1844.1647415066666
1,3657,3195.4985321733334
1,3658,5907.166707188
1,3659,3542.171639816
1,3660,1975.7481245866666
1,3661,1079.6569527869333
1,3662,216.7096729532
1,3663,18586.187133866668
1,3664,18258.0451164
1,3665,10382.842011253333
1,3666,5026.10667212
1,3667,3495.65030516
1,3668,768.90729394
1,3669,2998.071187464
1,3670,5475.480967653333
1,3671,2280.490797736
1,3672,5369.710769493333
1,3673,436.2109475224
1,3674,8486.965230813334
1,3675,2440.8526689186665
1,3676,963.1200972535734
1,3677,5407.359683066667
1,3678,2845.4717336133335
1,3679,1248.72597728
1,3680,555.1804186986667
1,3681,1762.9862727866666
1,3682,1882.90158196
1,3683,936.9734136
1,3684,619.4731161066667
1,3685,5804.571340813333
1,3686,2080.8369769333335
1,3687,3895.548801106667
1,3688,1162.9111712866666
1,3689,1301.3744703466666
1,3690,504.81971523066665
1,3691,810.9581610133333
1,3692,1819.6714096933333
1,3693,6149.646588813333
1,3694,2797.4363244666665
1,3695,673.3754820826666
1,3696,2169.6920090133335
1,3697,2706.9027490666667
1,3698,3869.7338658266667
1,3699,4148.815779786667
1,3700,2297.3699022533333
1,3701,1036.7257010493333
1,3702,2807.05841272
1,3703,2855.467965226667
1,3704,1044.2857663666666
1,3705,4419.065357973333
1,3706,3963.6383956
1,3707,2229.787865853333
1,3708,562.3455735093333
1,3709,5051.404902373333
1,3710,7532.64504696
1,3711,6591.085644893334
1,3712,7724.4329742
1,3713,261.93848298666666
1,3714,11870.294279746668
1,3715,3182.55605952
1,3716,3482.0030328933335
1,3717,3548.537311466667
1,3718,602.0348259906666
1,3719,3741.75735604
1,3720,582.3150426333333
1,3721,2143.0030621866667
1,3722,2061.29748
1,3723,933.9479303293333
1,3724,546.6157107506666
1,3725,1137.8923982133333
1,3727,1438.9509248533334
1,3728,1002.2783237546666
1,3729,902.4224824453333
1,3730,2309.3226496533334
1,3731,3620.64399936
1,3733,1383.4126206133333
1,3734,2873.22735396
1,3735,1103.0428300653334
1,3736,5380.53997788
1,3737,23257.5139752
1,3738,20751.35099626667
1,3739,19365.401774
1,3740,6122.435221306667
1,3741,3962.4260122933333
1,3742,8550.8542328
1,3743,1985.19875296
1,3744,8110.028812093334
1,3745,5126.42980572
1,3746,1568.6905375066667
1,3747,5288.30740112
1,3748,2135.27550836
1,3749,5371.830320786667
1,3750,4698.149538266666
1,3751,2304.58822184
1,3752,4055.244097253333
1,3753,8627.585815386667
1,3754,8552.763788786666
1,3755,2920.065250466667
1,3756,8161.5840760266665
1,3757,5737.32112292
1,3758,1200.643267136
1,3759,1389.38882224
1,3760,1984.4380684133332
1,3761,1449.0512379733334
1,3762,2095.5248864
1,3763,8263.583255253334
1,3764,21601.568736933332
1,3765,4149.3789131466665
1,3766,3628.61561708
1,3767,2111.137029666667
1,3768,3240.8558469866666
1,3769,904.60682274
1,3770,1879.48613576
1,3771,1735.0646468533334
1,3772,5899.107958573333
1,3773,5338.962008253333
1,3775,3257.57907148
1,3776,30057.268452666667
1,3777,49501.62201573333
1,3778,25019.376305866666
1,3779,32374.3693484
1,3780,1684.5358689466666
1,3781,3248.91590476
1,3782,7034.106533293333
1,3783,18318.329359066665
1,3784,12533.6313684
1,3785,2967.0141245866666
1,3786,6410.6275775466665
1,3787,2790.904338773333
1,3788,1103.3799649093332
1,3789,3745.117994853333
1,3790,2024.2359746
1,3791,3512.5177149866668
1,3792,6670.912895813333
1,3793,3516.5044012
1,3794,3528.9899482
1,3795,2612.7962531333333
1,3796,1065.930340852
1,3797,5670.285741733333
1,3798,10326.206441426666
1,3799,4237.144678226667
1,3800,2092.406001786667
1,3801,3518.81488908
1,3802,684.9717385493333
1,3803,1766.86450588
1,3804,742.4940853533333
1,3805,1089.9138745893333
1,3806,2919.36562472
1,3807,10366.796674906667
1,3808,15993.672796266666
1,3809,5550.07441644
1,3810,6384.355272973334
1,3811,4236.57358664
1,3812,429.3340600573333
1,3813,726.27485348
1,3814,1264.7794917466667
1,3815,759.1061716693333
1,3816,3974.1045418933336
1,3817,938.0354308146667
1,3818,1744.1268182133333
1,3819,11624.73271916
1,3820,6782.873712986667
1,3821,1552.1234621733333
1,3822,1983.452153384
1,3823,31130.002893333334
1,3824,28254.494388666666
1,3825,16171.932241066666
1,3826,14153.312497866667
1,3827,13679.473333106667
1,3828,9779.996925733332
1,3829,7746.038291639999
1,3830,4882.807786733333
1,3831,1503.11846712
1,3832,1225.0905370266667
1,3833,2197.55087224
1,3834,827.832865628
1,3835,2206.12736552
1,3836,5281.33249536
1,3837,4065.9626766666665
1,3838,7293.648015693333
1,3839,8726.420107253332
1,3840,8804.599501253333
1,3841,7308.836847213333
1,3842,14189.371141466667
1,3843,11237.36762172
1,3844,9684.920194453332
1,3845,7283.3801362
1,3846,8150.42663212
1,3847,10907.030348066666
1,3848,12332.849693586666
1,3849,10065.742530106667
1,3850,8066.809367533333
1,3851,4622.857438546666
1,3852,774.1636597426667
1,3853,2231.94296148
1,3854,2876.58239388
1,3855,5526.033596213333
1,3856,3512.4604309466667
1,3857,2958.46319964
1,3858,3478.443559306667
1,3859,3634.88964752
1,3860,3317.7722501333333
1,3861,3663.3071271333333
1,3862,3002.8276545466665
1,3863,645.2525647773333
1,3864,3219.59722852
1,3865,1505.0712513226667
1,3866,1974.31172936
1,3867,987.942317948
1,3868,3788.5704580399997
1,3869,4791.141827506667
1,3870,7734.96539264
1,3871,7995.298206413334
1,3872,4432.4044336
1,3873,3216.14487556
1,3874,6245.0319966
1,3875,4523.73132604
1,3876,5136.261511173333
1,3877,3749.8522417066665
1,3878,1695.8043128266668
1,3879,994.688885596
1,3880,4164.7662170133335
1,3947,95.17301129213334
2,3507,14214.354749571428
2,3508,33895.60729642857
2,3509,36290.21061642857
2,3510,42941.57281628571
2,3511,48132.00768071428
2,3512,47229.398494
2,3513,50281.260602285714
2,3514,32733.463271714285
2,3515,11072.44008642857
2,3516,53690.93432785714
2,3517,45675.25082314286
2,3518,36322.196679
2,3519,19873.801698714287
2,3520,500.98742399
2,3521,43131.056475714286
2,3522,35932.43273157143
2,3523,1293.1521796
2,3524,14479.657963428572
2,3525,29695.216028571427
2,3526,11153.009355942857
2,3527,51309.044844
2,3528,9673.331938228572
2,3529,14929.225337428572
2,3530,5364.609240428572
2,3531,2345.1345848
2,3532,45756.73531928571
2,3533,7820.718586185714
2,3534,28926.218622
2,3535,10765.884069414285
2,3536,22260.391015428573
2,3537,23025.289247428573
2,3538,23539.49409614286
2,3539,24221.324805857144
2,3540,4742.818704457143
2,3541,28850.06538642857
2,3542,8967.429715957143
2,3543,9453.63769172857
2,3544,19287.451708
2,3545,1220.6950012914285
2,3546,17476.43418185714
2,3547,741.4097316218572
2,3548,1474.7765899185715
2,3549,1807.88107569
2,3550,2576.6619341814285
2,3551,4004.081778347143
2,3552,5448.360763975714
2,3553,1076.7365804042856
2,3554,3802.3995834257144
2,3555,2125.067524377143
2,3556,2541.3176476714284
2,3557,786.6775461552143
2,3558,2918.169547733
2,3559,5803.8727675
2,3560,2844.901845097143
2,3561,4358.4257442571425
2,3562,6884.933892528571
2,3563,1821.5787272142857
2,3564,4348.831451657143
2,3565,12193.631067328572
2,3566,4426.534482085714
2,3567,9491.521167642857
2,3568,6399.648825271429
2,3569,5059.3572653
2,3570,262.1160631844286
2,3571,693.7244525214286
2,3572,803.35940209
2,3573,937.3341476714286
2,3574,7181.04657178
2,3575,1154.2907663671429
2,3576,2018.5398933571428
2,3577,2133.8891337
2,3578,2361.0608824285714
2,3579,2043.0311017185713
2,3580,768.9981631014285
2,3581,1378.8634519285715
2,3582,2898.2450687214287
2,3583,4985.096404625714
2,3584,3455.9199698285715
2,3585,1790.0367472857142
2,3586,1627.57068512
2,3587,1507.9378102
2,3588,563.5206917114285
2,3589,3574.4931601857143
2,3590,586.7679286742857
2,3592,832.1440027228572
2,3593,854.0925584271429
2,3594,1745.181366057143
2,3595,3147.264992185714
2,3596,654.2907819188572
2,3597,1351.6106566442857
2,3598,1999.4405686142857
2,3599,1750.8808664
2,3600,2123.221889314286
2,3601,2194.9841290857144
2,3602,4065.5916526857145
2,3603,1424.0774732428572
2,3604,1729.032938357143
2,3605,1709.209459757143
2,3606,2252.195066242857
2,3607,702.2996632142857
2,3608,1174.7790995157143
2,3609,784.1425943128571
2,3610,1288.7882185857143
2,3611,3431.402263171429
2,3612,1711.4989524142857
2,3613,1040.4582464185714
2,3614,3033.1173236857144
2,3615,550.3734117985714
2,3616,2930.1363586142857
2,3617,2645.9133642428574
2,3618,2180.98876446
2,3619,1057.5178223342857
2,3620,890.5030380385714
2,3621,1432.0285518714286
2,3622,1932.7245632
2,3623,7075.0695317314285
2,3624,3585.8161485428573
2,3625,968.6711104871429
2,3626,1972.5809913582143
2,3627,1719.1371686642858
2,3628,787.5417618814286
2,3629,3705.311758257143
2,3630,3359.0198136285717
2,3631,2490.8545068142857
2,3632,2261.531278914286
2,3633,2743.4922281
2,3634,2192.535750757143
2,3635,702.7171639928572
2,3636,5301.918933157142
2,3637,2664.576656385714
2,3638,3229.0563335
2,3639,4688.5956059
2,3640,734.4870476042857
2,3641,6658.289877657143
2,3642,6156.949266257143
2,3643,3588.2670112428573
2,3644,342.38597065285717
2,3645,2268.5733549428573
2,3646,2467.3386088914285
2,3647,868.9242013014285
2,3648,596.98716964
2,3649,1582.07809767
2,3650,5477.446404014286
2,3651,4137.2928181
2,3652,944.9462008547143
2,3653,6933.5808850428575
2,3654,5350.384722228571
2,3655,5016.340522628571
2,3656,1669.6647727657144
2,3657,2933.7812098
2,3658,6146.9723441
2,3659,3254.382619557143
2,3660,1955.2964150428572
2,3661,1497.5213942982857
2,3662,229.6177937842857
2,3663,17233.060351714284
2,3664,17495.559123142855
2,3665,9737.292689357142
2,3666,4686.380056385714
2,3667,2897.1024382142855
2,3668,632.3803355157143
2,3669,2349.30800714
2,3670,5103.250575085714
2,3671,2118.048159937143
2,3672,5005.123273957143
2,3673,442.22959031285717
2,3674,7473.329191471428
2,3675,2150.0931670285713
2,3676,1036.81443105
2,3677,4566.121185414286
2,3678,2356.8130781
2,3679,1012.9540085814285
2,3680,494.32119870428573
2,3681,1432.202931057143
2,3682,1556.369051257143
2,3683,919.9706395871428
2,3684,558.7240455148572
2,3685,5115.817383728571
2,3686,1988.7239219142857
2,3687,3771.8473691
2,3688,927.2594309185714
2,3689,997.3014424471429
2,3690,405.7150414
2,3691,685.4947995557143
2,3692,1405.216502157143
2,3693,5208.759167242857
2,3694,2409.6574087285712
2,3695,554.4472601728571
2,3696,1731.8201629571429
2,3697,2611.274037385714
2,3698,3391.5632544
2,3699,3340.0170392714285
2,3700,2055.2821194142857
2,3701,868.6158803828571
2,3702,2919.832951457143
2,3703,2420.440474342857
2,3704,826.2378443628571
2,3705,3748.2306366142857
2,3706,3016.8986328428573
2,3707,1859.509609542857
2,3708,550.2016926228571
2,3709,5431.809760385714
2,3710,8501.584022857143
2,3711,7457.3719669
2,3712,8594.695724528572
2,3713,249.38881689142858
2,3714,12013.041045
2,3715,2662.7649412714286
2,3716,3722.9916456857145
2,3717,3752.6799980428573
2,3718,599.8518087842857
2,3719,3972.0945530285712
2,3720,576.4339899042857
2,3721,1925.7541882142857
2,3722,1813.1734154857143
2,3723,1008.47008205
2,3724,546.61033413
2,3725,1127.2640095357142
2,3727,1413.7126202314287
2,3728,977.4555442485714
2,3729,866.97383848
2,3730,2433.033986785714
2,3731,3678.2568586
2,3733,1413.6214113485714
2,3734,3111.507113857143
2,3735,1164.1980132
2,3736,5578.600046385714
2,3737,26313.537072857143
2,3738,23667.697114714287
2,3739,21798.327044999998
2,3740,7081.527866257143
2,3741,4389.2402560857145
2,3742,9202.591754057143
2,3743,1610.08717106
2,3744,6551.597817471428
2,3745,4301.508727528571
2,3746,1460.6722080757143
2,3747,4630.882330114286
2,3748,2297.824460357143
2,3749,5817.7779602
2,3750,4835.669765714286
2,3751,2408.3603232714286
2,3752,4396.448182571428
2,3753,9217.080633828571
2,3754,8696.384867585713
2,3755,2800.0359535
2,3756,7244.6576842
2,3757,5321.452325028571
2,3758,851.7991282585714
2,3759,1134.7066445642856
2,3760,1876.0763712428572
2,3761,1479.2964093142857
2,3762,2060.139194157143
2,3763,7577.589480042857
2,3764,20310.33402065714
2,3765,3770.9409262857143
2,3766,3261.7841993285715
2,3767,2112.1459577
2,3768,3425.337590542857
2,3769,895.50409671
2,3770,1793.96041947
2,3771,1623.7743196828571
2,3772,5964.484075
2,3773,5640.615349342857
2,3775,3186.269228085714
2,3776,31047.237522285715
2,3777,48501.601001
2,3778,26656.93115157143
2,3779,31802.396925142857
2,3780,1791.3038908714286
2,3781,3476.8274246142855
2,3782,7694.147725914286
2,3783,20666.511892857143
2,3784,14431.068378571428
2,3785,2972.4888878285715
2,3786,6279.137339142857
2,3787,2288.0907644857143
2,3788,1087.2021485442858
2,3789,3767.3569767
2,3790,2033.609304942857
2,3791,3588.6846463285715
2,3792,7051.789712042857
2,3793,3623.8779671
2,3794,3713.4813156714285
2,3795,2654.5137557857142
2,3796,1168.59598449
2,3797,5760.324804428571
2,3798,8934.1077588
2,3799,4618.025747642857
2,3800,1882.6968285428572
2,3801,3175.690468242857
2,3802,683.05194911
2,3803,1713.622595657143
2,3804,618.98445343
2,3805,943.8943060157143
2,3806,2932.8267570142857
2,3807,9957.483468685714
2,3808,16044.6324563
2,3809,5516.657607771429
2,3810,6557.1649195
2,3811,4325.088848385714
2,3812,412.32388155714284
2,3813,725.6278517528572
2,3814,1228.5960661557142
2,3815,736.3197510228572
2,3816,3624.6290050142857
2,3817,806.95338175
2,3818,1682.0257020428571
2,3819,11723.827006028572
2,3820,6710.541273142857
2,3821,1528.1315408714286
2,3822,2007.2090197714285
2,3823,32482.187101571428
2,3824,26791.783128857143
2,3825,15815.949772442857
2,3826,14267.702120557144
2,3827,13741.439217257142
2,3828,9879.878307728572
2,3829,6683.8071266
2,3830,5083.815815742857
2,3831,1288.4164608714286
2,3832,1192.6435890114285
2,3833,1948.1324489285714
2,3834,828.9567320542857
2,3835,2406.433593814286
2,3836,5277.549671457143
2,3837,4068.8901859
2,3838,7400.4253946
2,3839,8791.197637157144
2,3840,8880.723465728572
2,3841,7589.655769028572
2,3842,14639.247849142857
2,3843,12676.037369714286
2,3844,10539.336686271428
2,3845,8031.879663928571
2,3846,8856.640953557142
2,3847,11954.862937857142
2,3848,13065.199539
2,3849,10322.2961623
2,3850,8363.356022057143
2,3851,4828.228655457143
2,3852,777.8936248528571
2,3853,2196.3168888571427
2,3854,2937.6037710571427
2,3855,6185.0525473
2,3856,3539.4195132285713
2,3857,2938.1396482714285
2,3858,3814.351883814286
2,3859,4136.527054371429
2,3860,3743.518379385714
2,3861,3722.9768217428573
2,3862,3028.8977322571427
2,3863,673.4926031542857
2,3864,3218.8148633285714
2,3865,1523.7495931
2,3866,1943.8175238857143
2,3867,1007.74301487
2,3868,4092.961278685714
2,3869,4614.582947628572
2,3870,7724.1771801
2,3871,8147.107859642857
2,3872,4811.8635636
2,3873,3623.0904374285715
2,3874,6087.881766257143
2,3875,4350.481729057143
2,3876,5027.4637447000005
2,3877,3704.1225550285712
2,3878,1621.2786632714285
2,3879,961.4739970371429
2,3880,4231.782669685715
2,3947,94.66067524757143
3,3507,25852.55289851852
3,3508,57727.27522111111
3,3509,55117.20336407408
3,3510,64050.27690444444
3,3511,71922.6106588889
3,3512,69589.44786888889
3,3513,67189.33940407407
3,3514,38376.44999111111
3,3515,12727.725744074074
3,3516,60609.83349518519
3,3517,55939.61625407408
3,3518,41561.398730740744
3,3519,24655.328105925924
3,3520,794.0154729703704
3,3521,53437.030013703705
3,3522,38605.73430592593
