id,dem
3507,0.0023522241462779975
3508,0.0021505262508131912
3509,0.0021636535753938053
3510,0.002163619084607506
3511,0.002167052263274201
3512,0.002168830857029844
3513,0.0021969089632576373
3514,0.0022334316140934906
3515,0.0025200021375972807
3516,0.0025766543799520085
3517,0.002612439518028456
3518,0.002621901432135042
3519,0.0026174391645147196
3520,0.002928498644029816
3521,0.0026733923447244505
3522,0.0026131486333910293
3523,0.0026466405625140297
3524,0.002631206744960323
3525,0.002617190797782491
3526,0.002618744659994888
3527,0.0025984242540265804
3528,0.002597357352105722
3529,0.002559270312094626
3530,0.002551237927669557
3531,0.002573431510170379
3532,0.002582756067132275
3533,0.002571796981679058
3534,0.002576294798633148
3535,0.002583826863751982
3536,0.002538831090338185
3537,0.0022838886058283575
3538,0.0022937578030648364
3539,0.0022983526472410924
3540,0.002293836305672562
3541,0.0022770924996854307
3542,0.0023276083107746245
3543,0.0021917068392894668
3544,0.0021899765997946416
3545,0.0017397416605044
3546,0.0021907467761296488
3547,0.0016959759229533704
3548,0.001701430579249046
3549,0.0017009086273996833
3550,0.0019228175317909314
3551,0.0016771482290126446
3552,0.0016817838818456276
3553,0.0016363975433104749
3554,0.0016878488455684083
3555,0.0019086272867707196
3556,0.0023010960891305288
3557,0.00207942031045679
3558,0.002046149439579435
3559,0.001974257910288973
3560,0.0020779046152676075
3561,0.0022751986775071988
3562,0.0022158282315640513
3563,0.0022222621741056115
3564,0.002223764505950803
3565,0.0022347790472006064
3566,0.00232491702203935
3567,0.00232192768621593
3568,0.0023370808538238463
3569,0.002363934795950595
3570,0.0017774486745774374
3571,0.001682344786024652
3572,0.0024294114992500417
3573,0.0019739566336697215
3574,0.0018427588727355107
3575,0.0023208790757809866
3576,0.0019432386244889693
3577,0.0019329405045092351
3578,0.001959926139522698
3579,0.0018069852455324645
3580,0.0019000859703214767
3581,0.0023982510503933784
3582,0.001967506021095444
3583,0.0019056551740258918
3584,0.001868466293964545
3585,0.00237905751244792
3586,0.0018636391077315685
3587,0.00235751704911114
3588,0.0024581951536751345
3589,0.002389779165525622
3590,0.0024151148937234176
3592,0.002472435543143161
3593,0.0025407716399364674
3594,0.002457196347723978
3595,0.002354077569283793
3596,0.001934922599002562
3597,0.002475663751777183
3598,0.002430342403064591
3599,0.0019498562077117023
3600,0.0023942788762162472
3601,0.002402587339539175
3602,0.001954115602568958
3603,0.001985448775515277
3604,0.00197931444198193
3605,0.0024088275037245145
3606,0.002541129262907765
3607,0.002537735662788576
3608,0.0019202998286705294
3609,0.002474915457898808
3610,0.002520756094169255
3611,0.002384815617951871
3612,0.0022991261921712727
3613,0.0025109451629134446
3614,0.0024568178511794824
3615,0.0018750944541039984
3616,0.00248774724776532
3617,0.0018430140620364437
3618,0.0019980991561168375
3619,0.0018943033781195116
3620,0.0023898666026632145
3621,0.0024200800359483908
3622,0.001866080273419037
3623,0.0019093773473419647
3624,0.001973326885375182
3625,0.0024821419506046776
3626,0.001979397186307827
3627,0.001955073010852981
3628,0.0024520699505696047
3629,0.0023468837524798273
3630,0.001970321869458087
3631,0.0023247279272166194
3632,0.0024015733904747087
3633,0.0023511582581143913
3634,0.002286780204023291
3635,0.001991298738955892
3636,0.001968815858887373
3637,0.0023902025852816674
3638,0.0023802279163587115
3639,0.0023236272769641964
3640,0.001977617755910389
3641,0.001847230627221045
3642,0.002281614898760949
3643,0.0023302893644558237
3644,0.00233836731565978
3645,0.002352678737274697
3646,0.0017774768126987157
3647,0.0024431336166847117
3648,0.002401379364481112
3649,0.0019471712564297435
3650,0.0018174696022244625
3651,0.0023603280647853967
3652,0.0019384520260626458
3653,0.0023380347250073034
3654,0.0022846824782625434
3655,0.0022746414118093813
3656,0.0018113564458390082
3657,0.0018968981298549416
3658,0.00196824816722006
3659,0.0018922799316194487
3660,0.001869800140926377
3661,0.0020790966360465903
3662,0.00192875939040194
3663,0.002348764032742149
3664,0.0022332330711650555
3665,0.0021775740167185365
3666,0.0021786795611280756
3667,0.0018973451793658567
3668,0.001653175411676718
3669,0.0018665647593961556
3670,0.0018503837055143936
3671,0.0018587362302885711
3672,0.002203953964296604
3673,0.001941976498025329
3674,0.002209652445314853
3675,0.002253646797994934
3676,0.001926030512923615
3677,0.0022506628506853634
3678,0.002391321276966537
3679,0.0024230833756621385
3680,0.0018387099576403995
3681,0.0023839195949338808
3682,0.0023958741024974572
3683,0.00201047635837577
3684,0.001948689697365252
3685,0.002341741027025143
3686,0.002381852584351903
3687,0.001984431263131855
3688,0.0024184378837432334
3689,0.0023980875479880136
3690,0.0024104295214849142
3691,0.002406925870286911
3692,0.0023972642131444674
3693,0.002353116369797536
3694,0.0018448092824894645
3695,0.00248671481787889
3696,0.002342714330126976
3697,0.002554564892638564
3698,0.0025009093046386315
3699,0.002448122650980248
3700,0.0024622347613135176
3701,0.0024837593518422228
3702,0.002571210143733863
3703,0.002470917145940455
3704,0.001875639250458378
3705,0.0024246745746707814
3706,0.002392588796519322
3707,0.002493409683125209
3708,0.002571241687985871
3709,0.002944940103289807
3710,0.0027327588191059394
3711,0.0027404153906163986
3712,0.002806124469134596
3713,0.0030252572889489567
3714,0.0029132723629845246
3715,0.0018186436494095923
3716,0.0029102504592669115
3717,0.0029794653551606536
3718,0.002978107356122861
3719,0.002960977480641541
3720,0.002503349752775287
3721,0.0023885103206760143
3722,0.0023927095923596473
3723,0.002625166742944529
3724,0.0029852463728236
3725,0.0026178393506134955
3727,0.0029816553103584973
3728,0.002649455264823605
3729,0.0026307002634517428
3730,0.002958877164120972
3731,0.002486383841593573
3733,0.0030563117784672216
3734,0.0029706763539499056
3735,0.00307054866697746
3736,0.002971383952974677
3737,0.0026742082691650518
3738,0.002321940635872896
3739,0.002447915214170857
3740,0.0024395187086635314
3741,0.0024752284646971405
3742,0.0024986138489732175
3743,0.001983456763693771
3744,0.0019946955956497772
3745,0.001995528954259077
3746,0.002490655915083837
3747,0.002382677462361363
3748,0.0025959154937213887
3749,0.0025260509577792515
3750,0.002587494980247627
3751,0.0025770746990964955
3752,0.002420496957965539
3753,0.0024230579063315313
3754,0.002387258446144805
3755,0.0023459656987911337
3756,0.002227239355763866
3757,0.002334285910630371
3758,0.002408017434977525
3759,0.0024199209142188767
3760,0.0024606834039728655
3761,0.0025172792374094886
3762,0.0030103348386524803
3763,0.002874327166570476
3764,0.0028741814009611544
3765,0.0018656298038942274
3766,0.001981431068612402
3767,0.002599007683172059
3768,0.002581723582743087
3769,0.0026138823542481643
3770,0.003006094565131817
3771,0.003006133687975442
3772,0.002601752327720691
3773,0.00255659526275785
3775,0.00299767765405723
3776,0.002753522767805145
3777,0.002784772117327632
3778,0.0027839681003693816
3779,0.0024419117668466584
3780,0.00247384295135163
3781,0.002469735887828313
3782,0.0024891122843600745
3783,0.002465927352559823
3784,0.0025296665369839116
3785,0.002521203136483823
3786,0.002369692488652077
3787,0.001830553824758063
3788,0.002445697640983528
3789,0.0024305147133868114
3790,0.0024392976239254
3791,0.0025866178864764407
3792,0.0025140649469028126
3793,0.00236964906522987
3794,0.002473003800839875
3795,0.0026781785400386334
3796,0.002769144000094283
3797,0.002938770056831637
3798,0.002044546471624276
3799,0.002611846016555878
3800,0.002038182516174581
3801,0.002105129654187035
3802,0.002601587623877521
3803,0.0031291361989477444
3804,0.0019385675942045265
3805,0.0019254528399685633
3806,0.003087463120729128
3807,0.002915333467852568
3808,0.002848986063964555
3809,0.002553554996170788
3810,0.0025534182785846436
3811,0.002480603648677174
3812,0.0025197720913391866
3813,0.0025942207421121885
3814,0.0025943008622829706
3815,0.0030572892600213507
3816,0.00189758018764795
3817,0.0019125321080495866
3818,0.0029871441180670728
3819,0.002880474729001959
3820,0.0029295897026174462
3821,0.002976704047690242
3822,0.0029721058168827984
3823,0.0027410227498999057
3824,0.0028865350358471724
3825,0.0029292978293766958
3826,0.0029344933340354346
3827,0.0029271455432629237
3828,0.0025337924626286754
3829,0.001996438241048035
3830,0.002551797756841325
3831,0.001958993933344091
3832,0.0026108396320229177
3833,0.0018695160632504098
3834,0.003071388343400324
3835,0.0019836146046804458
3836,0.0027952025206544003
3837,0.0027930650468808594
3838,0.002067698783929515
3839,0.002032353478071025
3840,0.0020349225468216294
3841,0.0020466651280815545
3842,0.0020977537210239185
3843,0.0025386797631681336
3844,0.0025422882993142346
3845,0.0018191169135405962
3846,0.001822263970937855
3847,0.0026584573160661497
3848,0.0028433838419892688
3849,0.002914535247847287
3850,0.0029442596157934573
3851,0.00261728792684137
3852,0.0026739648541080495
3853,0.001991301807834543
3854,0.0028214391657555623
3855,0.001962300374920295
3856,0.002930683649651754
3857,0.0019057256819334126
3858,0.0018907714905414263
3859,0.001921319465420637
3860,0.0018857252701453657
3861,0.0028324897420535958
3862,0.002879286651795398
3863,0.002986842516644603
3864,0.002945593097643561
3865,0.002991284746719014
3866,0.0019803023338951843
3867,0.0030077684031965418
3868,0.0019511104150837727
3869,0.001964589869570057
3870,0.002064692453734242
3871,0.0020638904502338655
3872,0.0021032202147843898
3873,0.0021018886906607097
3874,0.002738650695536247
3875,0.0027139794279694494
3876,0.002815800010606073
3877,0.0028048678703244258
3878,0.001979222019849518
3879,0.001941439314490143
3880,0.0028854895938020346
3947,0.0025522082842781356
