id,nep
3507,-0.08877491132235167
3508,0.08177611604090838
3509,9.40246993636295e-5
3510,-0.09269842230517987
3511,-0.057765981136073535
3512,-0.01733229374556282
3513,0.4277245174924378
3514,1.1588001756427915
3515,1.5167677892226583
3516,1.2361640990966687
3517,0.7271711711710227
3518,1.2287022825313751
3519,2.0215814254583346
3520,0.6477769504813068
3521,4.00233651838136
3522,2.592839484836131
3523,1.9468995916064873
3524,2.165412121194865
3525,2.6110244048077367
3526,2.4586051392560426
3527,1.820090685621399
3528,1.7303754593926346
3529,1.2074788993310066
3530,1.690503760949364
3531,1.8382484982485796
3532,1.8468462432706216
3533,2.019482198863418
3534,2.1344727791581084
3535,0.9236151981399929
3536,0.5463135076003032
3537,0.5155860038731898
3538,0.474126177338181
3539,0.4296482355729773
3540,0.7298581924201991
3541,0.3817835268611235
3542,0.6299069640754501
3543,-0.3267839391286085
3544,-0.22394916574638285
3545,-0.4297384027687177
3546,-0.5327824428275848
3547,-0.5088734178311326
3548,-0.5094634614226716
3549,-0.5186812128450153
3550,-0.5302922623127453
3551,-0.46428707723001894
3552,-0.4558379550538325
3553,-0.5168782786701399
3554,-0.5502674123577002
3555,-0.6399953312846928
3556,-0.6291960170992392
3557,-0.631353583877522
3558,-0.5754374932874337
3559,-0.5562826831750869
3560,-0.5689749855590973
3561,-0.5828194963595763
3562,-0.6218376192660421
3563,-0.6822145099770706
3564,-0.5918290077770337
3565,-0.5908327881930735
3566,-0.4190568272883296
3567,-0.4614781290491765
3568,-0.4589161909666813
3569,-0.5217543003347366
3570,-0.6240726311442135
3571,-0.576489685104788
3572,-0.5731914229154234
3573,-0.586686394190429
3574,-0.4520539961226805
3575,-0.5804184468584349
3576,-0.6211700344157289
3577,-0.5642255456335937
3578,-0.5745201542959766
3579,-0.5761452072353922
3580,-0.582630893168362
3581,-0.7596635244927192
3582,-0.5537756802343332
3583,-0.5465010408508575
3584,-0.6288265830056801
3585,-0.6167779052078556
3586,-0.48015996064086514
3587,-0.5433893420333269
3588,-0.5785566475114248
3589,-0.5473152792095262
3590,-0.6281788741484768
3592,-0.5785218156077164
3593,-0.5610020854220648
3594,-0.530838262803519
3595,-0.6576316432712787
3596,-0.6350305421334455
3597,-0.6323613529485718
3598,-0.5737182783372471
3599,-0.5025356000977308
3600,-0.6188815528292885
3601,-0.5362770638338797
3602,-0.5269710711165277
3603,-0.493667189063945
3604,-0.5409874381505745
3605,-0.47845998669934126
3606,-0.5316134941783696
3607,-0.5422856428027129
3608,-0.5305189306694589
3609,-0.5601498591511852
3610,-0.574352616751959
3611,-0.5534430319692534
3612,-0.5112823779342527
3613,-0.5422889503078392
3614,-0.5663696437717103
3615,-0.6610166065121296
3616,-0.5295120493110649
3617,-0.5413633436484865
3618,-0.5732586895404559
3619,-0.5787567886699478
3620,-0.6552676674544521
3621,-0.5844155755301949
3622,-0.5130585690297605
3623,-0.5683862058005957
3624,-0.6648427598780152
3625,-0.69432852570896
3626,-0.5405371387116926
3627,-0.5809581509967459
3628,-0.7080552007448153
3629,-0.5542900483249271
3630,-0.5495960179356596
3631,-0.6018308845113535
3632,-0.5278917934181862
3633,-0.49828617196567315
3634,-0.5636593460254172
3635,-0.4629745340517445
3636,-0.5241365389936692
3637,-0.5011799501639457
3638,-0.5620253569562899
3639,-0.5994103500994759
3640,-0.606828751256279
3641,-0.6066012038174904
3642,-0.513111845451414
3643,-0.5554610002464367
3644,-0.6023533312050628
3645,-0.615966091484781
3646,-0.5911408701675851
3647,-0.5734750876268884
3648,-0.6310680456645703
3649,-0.5107257029283967
3650,-0.5689375869842975
3651,-0.48795389511579956
3652,-0.538095242554484
3653,-0.5779703105454457
3654,-0.5960108522981906
3655,-0.580752719727474
3656,-0.5775894140871757
3657,-0.6081128507734254
3658,-0.4746004533992734
3659,-0.5414292367178288
3660,-0.5898368146911112
3661,-0.6191391020947334
3662,-0.5385176628338104
3663,-0.4642778334688945
3664,-0.4797110465210023
3665,-0.5563688146276766
3666,-0.6194205187774535
3667,-0.6860866675819253
3668,-0.6843931541996591
3669,-0.6435216489655765
3670,-0.6116974759042224
3671,-0.6723366416353187
3672,-0.682473144570844
3673,-0.5549702224837239
3674,-0.5175481865998427
3675,-0.5444988016576688
3676,-0.5386855227592405
3677,-0.5530502539352109
3678,-0.6186093621464389
3679,-0.5600056247925892
3680,-0.5933680633690944
3681,-0.575506472628573
3682,-0.6125539156644249
3683,-0.5365070897901464
3684,-0.6100026553194767
3685,-0.5645096622738071
3686,-0.5701977716973438
3687,-0.5301925960214703
3688,-0.5957410989675823
3689,-0.5909831142131651
3690,-0.5555418027063811
3691,-0.5873734608070569
3692,-0.47493140867872363
3693,-0.5083010176746273
3694,-0.5783014700740656
3695,-0.5309294569720521
3696,-0.5261460100016967
3697,-0.3594307713002309
3698,-0.3660123921713424
3699,-0.5905835403795298
3700,-0.5137452727034617
3701,-0.5082618411001558
3702,-0.4774058787583199
3703,-0.4906678377629753
3704,-0.5917723408165566
3705,-0.4472738704314001
3706,-0.5051950488887613
3707,-0.41993083866008196
3708,-0.6268492398492254
3709,-0.5965213499139416
3710,-0.8600515781472331
3711,-0.8849139807506021
3712,-0.7059545198129626
3713,-0.7096756051302582
3714,-0.5922778694815559
3715,-0.5317370339469856
3716,-0.6005089052139748
3717,-0.681045606687981
3718,-0.6000400198261168
3719,-0.6650232754752665
3720,-0.6274337498724881
3721,-0.5813677267871915
3722,-0.5670640423254197
3723,-0.5350166444059653
3724,-0.7486167788222491
3725,-0.5360625244585976
3727,-0.374170266043846
3728,-0.34128055649971956
3729,-0.5326377795472529
3730,-0.4735064961810506
3731,-0.28174599177709025
3733,-0.5805199499066593
3734,-0.5313735012119757
3735,-0.5885223186207859
3736,-0.6768945048399025
3737,-0.520039903461157
3738,-0.4139174631088434
3739,-0.5506756556686965
3740,-0.34101552006267366
3741,-0.259066748351522
3742,-0.4011733537022449
3743,-0.4101395002746525
3744,-0.3233040489575212
3745,-0.3412905653053232
3746,-0.40711666257193324
3747,-0.44917057039875513
3748,-0.38908591050220215
3749,-0.48468547962963565
3750,-0.5387956358097555
3751,-0.2908845158955805
3752,-0.5006599232332264
3753,-0.4415598882880155
3754,-0.5977493086278505
3755,-0.5371065230462596
3756,-0.5666555183932952
3757,-0.589913793676833
3758,-0.6094076866427469
3759,-0.5368041020998626
3760,-0.5511223285602221
3761,-0.38918288741579277
3762,-0.5455942072996364
3763,-1.0216126055851458
3764,-0.8183256196357732
3765,-0.5764605946863015
3766,-0.5117302840419741
3767,-0.4811940348557878
3768,-0.35652506304925985
3769,-0.4436967757304225
3770,-0.6278433913431194
3771,-0.48201428052130024
3772,-0.4832985675466472
3773,-0.4752182110346561
3775,-0.6807984074829988
3776,-0.7884425250676173
3777,-0.5976838161315372
3778,-0.43472815068614745
3779,-0.5480264691751953
3780,-0.5465758650391156
3781,-0.5913932087372408
3782,-0.5005422109642359
3783,-0.3173668624651477
3784,-0.050660606576592666
3785,-0.422138352784126
3786,-0.41739273047197045
3787,-0.49001393898562656
3788,-0.4017721541243444
3789,-0.5038509047109133
3790,-0.3594774509119071
3791,-0.534236341934492
3792,-0.39097013668413516
3793,-0.33342361229859124
3794,-0.46272899193100153
3795,-0.6265968386642126
3796,-0.66653373442479
3797,-0.6097679963778699
3798,-0.2991696081079753
3799,-0.38611789604121816
3800,-0.663371967927879
3801,-0.5864920560679253
3802,-0.5584482122230453
3803,-0.7293792922495498
3804,-0.5444223789459873
3805,-0.5678804736201716
3806,-0.9178441184507646
3807,-0.963430060677988
3808,-0.6478150053997511
3809,-0.464671955512701
3810,-0.5440772636856154
3811,-0.498480470073458
3812,-0.38480001516650997
3813,-0.40852427207436115
3814,-0.5298575610419982
3815,-0.7333833180479583
3816,-0.5848392786583342
3817,-0.8958353688368133
3818,-0.7277761918786952
3819,-0.9936384335382966
3820,-0.48629841428844106
3821,-0.8418546917906599
3822,-0.9866647185894157
3823,-2.4742984092235574
3824,-1.578109721749305
3825,-1.0456181365665316
3826,-0.9486689092342061
3827,-0.7488833431877044
3828,-0.6435926962159876
3829,-0.4743247436518963
3830,-0.43125252968506284
3831,-0.5439141776875432
3832,-0.608137846682994
3833,-1.0640074099585421
3834,-0.8496263668000894
3835,-1.2001815224356924
3836,-1.2090423921025237
3837,-1.2476508384743268
3838,-1.7782100606296336
3839,-1.8391716027381917
3840,-1.814399102671985
3841,-1.7978335807568253
3842,-2.0459080456941354
3843,-1.9220864755955278
3844,-2.5891043023363993
3845,-4.191103031058553
3846,-3.4687590869327267
3847,-1.939295519082281
3848,-1.5816405632115518
3849,-1.4709401767267987
3850,-1.0844499936302876
3851,-0.4749121161531118
3852,-0.451152378076543
3853,-1.2165605540298436
3854,-1.109727867988487
3855,-1.500634284078902
3856,-1.1097339455782729
3857,-1.086058859437759
3858,-1.6042995398757094
3859,-1.6623913630284592
3860,-1.3005933112996513
3861,-0.9774128505492033
3862,-0.9872876130710284
3863,-0.9677370509838367
3864,-1.128287048880506
3865,-1.0597774270983413
3866,-1.055225749109357
3867,-1.2073536739026176
3868,-1.207155695135271
3869,-1.7545811996468996
3870,-1.550922862385835
3871,-1.1559962155911172
3872,-1.5982801819326489
3873,-1.513150684309019
3874,-1.190430429140187
3875,-1.1912314550644951
3876,-1.1898834947262276
3877,-1.2103699772344216
3878,-1.1200445184659908
3879,-1.196171152290894
3880,-1.5540553248991136
3947,-0.5452964323542336
